particle_id,radius_um,diffusivity_um2s
0,0.865243063821337,0.2476658974084235
3,0.12699296925703787,1.6874256986935472
4,0.5183318963280061,0.41342468290263085
5,0.09421812559551576,2.2744158676823036
6,1.9509392070768004,0.10984001915611177
8,2.5199783838659036,0.08503691985999527
10,2.594849334355933,0.08258329184685184
12,2.684496170102088,0.07982548169162634
13,2.3971676358101037,0.08939349784159224
14,0.1879778690754236,1.1399810037837155
15,0.06300104175241374,3.4013913725405214
17,0.5486905047758706,0.3905502246029555
18,0.072747993565526,2.9456647444813395
24,0.16615536846391035,1.2897037384878132
25,0.8103894111828529,0.2644299110040734
30,0.6028645784622356,0.3554549521292679
34,0.12321226813288083,1.7392034342442142
36,0.12047440241007094,1.7787280583332596
37,0.07851327685855865,2.7293625798318164
39,18.335460309437615,0.01168725498358094
41,0.3217640005954127,0.665988735474407
52,952.1444334670095,0.00022506165277618055
56,0.5214230757467366,0.41097375594825003
59,0.08864017097463449,2.4175404618640393
62,0.29307359316133,0.7311856300876725
66,0.09531674986893313,2.248200868917477
67,0.05669904317327827,3.779450020396794
73,0.2926823567355054,0.7321630257042737
75,0.5069451588967092,0.4227108122387404
79,0.21085883339228978,1.016278030330604
81,0.7184870646698607,0.2982533860594838
83,0.2010690828511801,1.0657590756323854
84,0.12071740301162284,1.7751475307756
85,0.5614159167041631,0.38169776363972513
91,0.06393234095451651,3.3518434751228456
92,1.178786190257634,0.1817897101686355
96,0.03679984410459201,5.8231551000235156
97,0.2082053238978339,1.0292301650407254
99,0.0538486591436711,3.9795085576037255
101,0.04469958508476006,4.7940310736975045
104,0.25247710197046763,0.8487549888892142
106,0.46528885261075104,0.4605551985080457
113,0.05508409885966539,3.8902551609977807
115,0.24326633394469765,0.8808913111932727
116,1.6275845595544962,0.1316620992867991
120,0.0835430858561731,2.5650381199306755
122,3.5833670560756614,0.0598016325216784
125,0.23806646109399277,0.9001318324848765
126,0.23890899758397233,0.8969574274924731
129,0.20295784295924496,1.0558409409226728
130,0.14913093410583503,1.4369332637965466
133,0.37886108775529703,0.5656194494593597
135,2.532711586896354,0.08460939689557107
138,0.5628498202638001,0.38072535899059157
143,0.020472289551610935,10.467378323147203
144,0.0210522238553186,10.17902913014993
145,0.2036905291623508,1.0520430221226693
150,0.2562314354564399,0.836318929783131
151,0.7705754197334452,0.2780924415573133
154,0.968232013106961,0.2213221593346061
155,0.2474695459451909,0.8659295795741512
160,0.20937870687470547,1.0234622377621212
161,0.3348075173136858,0.6400429763258657
163,2.2935041167824055,0.09343397219550577
169,0.2926200905207115,0.7323188216379759
170,0.13530576153554408,1.5837551738063431
172,0.08621786373185762,2.485461719907407
173,3.6273671016784452,0.05907623735644761
176,0.06553923667254759,3.269662735749948
182,0.06444219045506522,3.3253245795104993
183,0.06054387776873893,3.53943631916441
186,1.362084440041052,0.15732592897931258
187,0.05104206394288141,4.1983255245620095
188,0.1421435880867598,1.5075685281486557
190,0.3882264860790084,0.5519747043588227
193,0.10003129668848139,2.1422415481134207
198,2.100083443608248,0.10203937397341788
200,0.20936473986426204,1.0235305143390296
210,0.10869794111053827,1.971437523915986
214,0.10766831865701128,1.9902902037541084
215,0.030407330404771126,7.047353287025205
217,0.5375741368109054,0.3986263199881273
218,0.13801951945505342,1.5526151715628163
219,0.1846212698302008,1.1607069980333924
220,0.2178843745919208,0.9835088003858686
222,0.9540462162510166,0.22461301793092972
223,0.251666560258868,0.8514885714546345
230,0.12331221801441689,1.737793734702523
231,0.0765911096791463,2.797859970634046
232,1.1987765451234216,0.1787582521108324
235,4.840283502516025,0.04427244804283358
236,0.35019115563902103,0.6119263620084621
240,159.76847621996453,0.001341260835352122
241,0.1548073953006901,1.3842439468831371
244,0.037753161367867404,5.676112731054982
245,0.5030163493610766,0.4260123953225667
246,0.10672924077092978,2.0078021574017653
248,0.6502343257356182,0.3295599623032742
249,0.04349894514072149,4.926353942250357
255,0.05483514955927152,3.9079167577740828
256,0.1242606246924994,1.7245301993935678
259,0.07364254517726285,2.9098831302192383
264,0.39360340677605377,0.5444343117681634
266,0.9260518124694826,0.23140303489745295
267,0.01313809110973132,16.31067999817727
270,0.1311669421922004,1.6337287146918613
275,0.014319546424966226,14.96494326832218
278,0.5840195254498235,0.3669247183348432
279,0.05522839046298064,3.8800913457972985
281,7.153050914434623,0.02995801406156534
285,0.2666512999063215,0.8036383094813672
287,0.5145234341569357,0.4164848200332192
290,2.508625876897329,0.08542174496850875
292,0.05600024766073509,3.826611646004859
293,0.307985446745918,0.6957835252992046
295,0.09030069180644859,2.3730848079994686
296,0.541392921630946,0.39581455781167785
297,0.9469925887000241,0.22628603690752389
298,0.4525794158523431,0.47348861298552536
302,0.07496364931019525,2.858601493518554
307,7.698741738675519,0.027834574421584848
308,0.17894241534444327,1.1975427931116258
309,0.40424429155417874,0.5301032181650608
312,0.12864471939628144,1.6657597830938988
314,1.0477900554765147,0.20451730645627264
316,0.45602911523782264,0.46990683865869126
318,0.18270577119518883,1.1728759221775922
325,1.3765868727124602,0.15566849003541688
326,0.08593512732285534,2.4936391735668293
328,0.12248408212836882,1.7495432561852278
330,0.3445080395842281,0.6220208972085066
331,0.8672659945470763,0.2470882073378622
335,0.030750207881037994,6.968772396815799
338,0.03428603057116164,6.250102339288233
341,0.08527630595032643,2.5129043465197727
342,0.30486172895676045,0.7029127618315085
343,1.132496886132743,0.18922012281154088
351,0.20157208778583136,1.063099570141913
355,2.369893023671058,0.09042230925081154
357,0.08030185975600981,2.668570821757184
360,3.901941493652613,0.05491912173114799
361,0.6670214622964237,0.32126582425093614
362,0.32540921776177706,0.6585283642290731
369,0.07279111142925217,2.943919877992263
373,0.39774926220006707,0.5387595157120297
379,0.1915096493090826,1.1189577164953968
381,0.15400479033459402,1.391458015118567
383,0.09276137212376828,2.3101340026730517
386,0.09976723235827321,2.147911642052834
390,0.95815267721595,0.22365036906266242
393,0.037941818468689874,5.647889545793948
394,0.5989871600417387,0.35775591560726105
396,0.08387768417486481,2.5548058698304024
397,0.47845756071856044,0.4478792216302256
400,0.4027504962908769,0.5320693626730097
403,0.28583813756974136,0.7496942210010047
405,5.093936981934945,0.042067893779935646
408,0.12349316061720117,1.7352475133580554
409,0.11084275297274204,1.9332901261521607
410,0.21075364208017047,1.016785274800656
411,0.16643479379479367,1.2875384707234732
415,0.6617349375337528,0.3238323801919481
418,0.41138751372108845,0.5208986484286199
420,0.06067414727105368,3.531837026409417
421,1.2548572150894695,0.17076938897980246
424,1.663270883377494,0.12883722189772137
429,2.513471329019851,0.08525706953708913
430,0.09912016483985586,2.1619334494040263
433,0.47909085234874965,0.4472871874450527
435,0.046181644323418564,4.640181245539992
437,1.812511362386212,0.11822888635335564
439,0.07592329844877305,2.8224695746367208
440,1.8629001853121505,0.11503096170545406
444,0.025332757304883685,8.459055494776871
446,0.1763105699841197,1.2154189048168043
448,0.5359385283118828,0.3998428710708798
451,0.253127296908431,0.8465748360408765
453,0.5442539934737215,0.3937338126083442
454,0.13798290417450262,1.553027175067412
460,0.1634707068520615,1.3108844024982136
461,0.05279908414486972,4.058615851929452
463,0.008356175905841055,25.644649214233684
464,0.3590458432719686,0.5968352061254886
465,0.19692254970178574,1.0882004128132716
469,0.5230548953634742,0.40969160556046974
470,0.022230847710249507,9.639362505233057
471,2.165413954977092,0.09896084736370524
472,0.17988220266531654,1.1912862790346694
475,1.6695369215437454,0.12835367526917577
476,1.2614763290229447,0.16987334201007237
477,0.04870405188383771,4.399863904317931
480,0.257248683326844,0.8330118432733058
483,0.5309105606859849,0.403629567286892
484,0.10371534895082295,2.066147412562169
485,0.3633577930793515,0.5897525908600163
486,1.8713573362884848,0.11451110684330068
488,0.11336964630521243,1.8901990688125905
495,0.07920209576330882,2.7056253728199686
496,2.9271363828135533,0.07320847813443845
500,0.3185811641382283,0.6726424032550369
501,0.01413858053201475,15.156486140351511
502,0.05132831151967917,4.174912315118069
504,1.4412621899052966,0.14868300950280675
506,0.9953949193984294,0.21528259357324522
510,0.2771167704455315,0.7732884571843159
514,0.09485242508050219,2.2592063375907805
516,0.04668796031586949,4.58985996449467
518,0.32350966147606125,0.6623950546020467
522,0.1825826255037926,1.1736669865845148
524,0.02896795602573351,7.3975257241954155
525,6.314201832152061,0.033937971191631784
528,0.012222497870865542,17.53252094144567
529,0.1312990215357721,1.6320852765787148
536,27.742667175381964,0.007724246501716355
541,1.9390254042222337,0.11051490063570366
542,0.03715121821298862,5.768080030355663
543,0.31921740220229244,0.6713017473337058
547,0.07436758390683572,2.8815135388313733
550,0.20377387211070763,1.0516127394453383
552,0.2909152906956764,0.7366103011130246
553,0.06819931462671651,3.14213128167975
555,0.11336290174133316,1.8903115268404662
559,0.009744883839998443,21.990123576245676
562,0.26533819446777007,0.8076153540863663
567,0.153266000978204,1.3981652715542545
568,0.2220871552565536,0.964896865062626
571,0.10583779851103767,2.024713315020221
573,0.006859695058131443,31.23917288767898
574,0.12788202190302767,1.6756944931651239
576,0.07604179752281971,2.818071203714216
578,0.03359859284978569,6.377981388559615
579,0.6728626438871884,0.31847688651541955
581,0.41663572721307934,0.514337071645636
584,0.18554154195278105,1.1549499784380406
585,0.042253349557058034,5.071578990166233
591,0.17995786447279125,1.1907854124937398
599,0.18971008390625704,1.129572005163493
600,0.042222575269581654,5.075275454174078
602,14.508193555271925,0.014770357113126398
603,0.2015108794406634,1.0634224835529296
612,0.09199722136819519,2.3293225239931967
614,0.17652730863702906,1.2139266243408566
617,2.103492420719209,0.10187400618465581
625,0.27400569436142436,0.7820684178740704
627,1.102370975497676,0.19439118467445266
633,0.1207073617326817,1.7752951999091335
